,Date,SP Trailing 4 Weeks Return,Forward Return,SP Trailing 1 Week Return,MoMGrowthChange,unemp_rate,T10Y2Y,mom2diff,maxtight,ShillerOver,CPIDev,CPIOver,detrendedyield,Drawdown% 252,Drawdown% 132,Drawdown% 66,Drawdown% 7,Drawdown% 2,RollingConsConf,RollingExpInfl,RollingHousing,Anomaly,Preds
77,1983-12-02,0.0172919575200389,-0.0088341422753747,0.0026498189299588,0.0098844696142059,8.4,0.98,-0.0010255921497073,0.6726504441332667,0.0,0.0344108446298228,0.0344108446298228,12.24091376552694,-6.840436278534555,-6.840436278534555,-6.307558514121782,-1.4710268398740476,-0.6306703208084913,0.2644849428153769,-0.3291270669621977,0.523156129995464,0.0495734437399316,0.007822775
78,1983-12-09,0.0212660890097944,0.0180217597997556,-0.0161396382273959,-0.0304983293684917,8.4,1.05,0.0058453855171443,0.6726504441332667,0.0,0.0344108446298228,0.0344108446298228,12.410881227278182,-6.840436278534555,-6.840436278534555,-6.307558514121782,-0.8468998832288877,-0.0726362708257766,0.2644849428153769,-0.3291270669621977,0.523156129995464,0.0521934682730377,0.0065277126
79,1983-12-16,-0.0223754047809953,0.023571853312712,-0.023025306886364,-0.0304983293684917,8.4,1.01,0.0058453855171443,0.6726504441332667,0.0,0.0276356192425792,0.0276356192425792,12.637535149211487,-6.840436278534555,-6.840436278534555,-6.365473862086703,-2.3910104889667214,0.0,0.2644849428153769,-0.3291270669621977,0.523156129995464,0.0495667469024194,0.010705792
80,1983-12-23,-0.0198393528605108,0.0080092784186089,-0.0084884130155542,-0.0304983293684917,8.4,0.93,0.0161030049204766,0.6726504441332667,0.0,0.0316326530612245,0.0316326530612245,12.73237603034842,-6.840436278534555,-6.597170605906075,-6.365473862086703,-0.2384442378759049,-0.1895661718998288,0.2644849428153769,-0.3291270669621977,0.523156129995464,0.0540083385276123,0.0062204157
81,1984-01-06,0.0184001155455637,-0.0661625533377069,0.0342482311976704,-0.0304983293684917,8.2,1.05,0.0006550396647115,0.6726504441332667,0.0,0.0316326530612245,0.0316326530612245,12.64204060865957,-6.840436278534555,-6.573997396328169,-6.365473862086703,-0.5257557869012021,0.0,0.2644849428153769,-0.3291270669621977,0.523156129995464,0.0495700673580216,0.0026661386
82,1984-01-13,0.0128607954692028,-0.0722668363996019,0.0226164768697343,-0.0427044908525052,8.2,1.09,0.0046452300209258,0.6726504441332667,0.0,0.0316326530612245,0.0316326530612245,12.692488616923852,-6.840436278534555,-6.573997396328169,-5.145801437869876,-1.3350629271816472,-0.4351688390694859,0.2644849428153769,-0.3291270669621977,0.523156129995464,0.0501452849010759,-8.1385486e-05
83,1984-01-20,0.0290782759298817,-0.0676483970734622,-0.0054183011529902,-0.0427044908525052,8.2,1.04,0.003069784903543,0.6726504441332667,0.0,0.0316326530612245,0.0316326530612245,12.70673930350044,-6.840436278534555,-6.573997396328169,-3.692107777096925,-0.9652595480623666,-0.4968789545171325,0.2644849428153769,-0.3291270669621977,0.523156129995464,0.0503800560103502,-0.0059013655
84,1984-01-27,0.0147373795639904,-0.0702061527291291,-0.0064663022597754,-0.0427044908525052,8.2,0.99,0.003069784903543,0.6726504441332667,0.0,0.0378710337768679,0.0378710337768679,12.661881592977709,-6.840436278534555,-6.573997396328169,-3.692107777096925,-1.7815679321590772,-0.6628938696707801,0.2644849428153769,-0.3291270669621977,0.523156129995464,0.0538928595961923,-0.0028281985
85,1984-02-03,-0.0205060450532267,-0.0334843364364954,-0.0155477991629275,-0.0427044908525052,8.0,1.07,-0.0011226702152029,0.6726504441332667,0.0,0.0378710337768679,0.0378710337768679,12.62664858132473,-6.840436278534555,-6.799878742778258,-4.944467850629001,-2.027521748465412,-1.4997532682960455,0.2896416027063971,-0.2950293869611834,0.5278090092116902,0.0559596260206183,0.0055004945
86,1984-02-10,-0.0737783352661436,0.0059194323753966,-0.048895448957246,0.0142472229255796,8.0,1.1,0.0021675580420561,0.6726504441332667,0.0,0.0378710337768679,0.0378710337768679,12.669583827314852,-9.979725651116812,-9.979725651116812,-8.187618567047542,-4.860432426383769,0.0,0.2896416027063971,-0.2950293869611834,0.5278090092116902,0.0716177144035954,0.04867625
87,1984-02-17,-0.0689984013866108,0.0193280273437501,-0.0115764284530466,0.0142472229255796,8.0,1.08,0.0055869214648476,0.6726504441332667,0.0,0.0378710337768679,0.0378710337768679,12.765945644665608,-10.251953416722714,-10.251953416722714,-8.46526579300003,-0.8620178138396564,-0.076796875,0.2896416027063971,-0.2950293869611834,0.5278090092116902,0.0701673378429755,0.037479885
88,1984-02-24,-0.0702061527291291,-0.0053329716664682,-0.004259462246584,0.0142472229255796,8.0,1.05,0.0055869214648476,0.6726504441332667,0.0,0.0429009193054135,0.0429009193054135,13.008152912463771,-10.634231832848863,-10.634231832848863,-8.855154537605866,-1.1681872013523755,0.0,0.2896416027063971,-0.2950293869611834,0.5278090092116902,0.0749768105744353,0.034822013
89,1984-03-02,-0.0356726084163836,0.0062582351545368,0.0084756133226644,0.0142472229255796,8.0,1.02,-0.0356658980055994,0.6726504441332667,0.0,0.0429009193054135,0.0429009193054135,13.22608307109776,-10.634231832848863,-10.634231832848863,-8.855154537605866,-1.5568083364902965,0.0,0.3255020780585098,-0.2455429257100163,0.4949559662314621,0.0613717236184588,0.03426732
90,1984-03-09,-0.0223636319069593,0.0071266005910546,-0.0103941130384117,0.0142472229255796,7.8,1.09,-0.0356658980055994,0.6726504441332667,0.0,0.0429009193054135,0.0429009193054135,13.518829940290304,-10.634231832848863,-10.634231832848863,-8.855154537605866,-3.0708359840256083,-0.5412696209008536,0.3255020780585098,-0.2455429257100163,0.4949559662314621,0.0617536602353447,0.038359214
91,1984-03-16,0.0051082501030588,-0.0059646946867472,0.0074240234375,-0.082494094996779,7.8,1.07,-0.0121516715225213,0.6726504441332667,0.0,0.0429009193054135,0.0429009193054135,13.820610442837904,-10.634231832848863,-10.634231832848863,-8.855154537605866,-0.5274039777469053,0.0,0.3255020780585098,-0.2455429257100163,0.4949559662314621,0.0690698909370466,0.03186865
92,1984-03-23,0.0154235300399692,0.0007020269872846,-0.0005740294590593,-0.082494094996779,7.8,0.89,-0.0121516715225213,0.6726504441332667,0.0,0.0469387755102039,0.0469387755102039,14.114195133668616,-10.634231832848863,-10.634231832848863,-8.855154537605866,-1.619891857754405,0.0,0.3255020780585098,-0.2455429257100163,0.4949559662314621,0.0718479100263402,0.032068003
93,1984-03-30,-0.0053329716664682,0.012638001855364,-0.0047011338285243,-0.082494094996779,7.8,0.88,-0.0121516715225213,0.6726504441332667,0.0,0.0469387755102039,0.0469387755102039,14.232038878746296,-10.634231832848863,-10.634231832848863,-8.855154537605866,-1.3785738593680616,0.0,0.3255020780585098,-0.2455429257100163,0.4949559662314621,0.0709428848882511,0.03103387
94,1984-04-06,0.0030406025725826,0.02857332382874,-0.0143675125351483,-0.082494094996779,7.8,0.96,-0.0302381425055964,0.6726504441332667,0.0,0.0469387755102039,0.0469387755102039,14.70614540549819,-10.634231832848863,-10.634231832848863,-8.855154537605866,-2.8084320877250257,0.0,0.3255020780585098,-0.2455429257100163,0.4949559662314621,0.0683609935010898,0.036976825
95,1984-04-13,0.0061235659176841,-0.0014581609951754,0.0004439430661165,-0.0777586044975031,7.8,0.91,-0.0273169890453282,0.6726504441332667,0.0,0.0469387755102039,0.0469387755102039,15.010657715018809,-10.634231832848863,-9.470163752428531,-8.06769254435918,-0.5515723963438884,-0.2662766628554358,0.3255020780585098,-0.2455429257100163,0.4949559662314621,0.0684204792978165,0.029892545
