Date,T10Y2Y,Close,TenYield,CPIUS,m2,unemp_rate,Trade Balance,Shiller_PE,Inverted12months,SP Daily Return,Cumulative Returns,Trade Balance MoM,Trade Balance YoY,Trade Balance Rolling 12,Real_Yield,CPI YoY
2002-11-11,1.98,876.190002441406,3.85199999809265,181.3,5801.2,6,-40097,23.35,0,-0.0207322663516019,-0.403648118127339,0,-0.143472309359494,0.131516283579536,1.98,0.0219842164599775
2002-11-12,2.05,882.950012207031,3.8510000705719,181.3,5801.2,6,-40097,23.35,0,0.00771523270841823,-0.399047124582589,0,-0.143472309359494,0.143472309359494,2.05,0.0219842164599775
2002-11-13,2.08,882.530029296875,3.83800005912781,181.3,5801.2,6,-40097,23.35,0,-0.000475658762500553,-0.399332973083631,0,0,0.131516283579536,2.08,0.0219842164599775
2002-11-14,2.14,904.27001953125,4.02099990844727,181.3,5801.2,6,-40097,23.35,0,0.0246337116162445,-0.384536314765186,0,0,0.119560257799578,2.14,0.0219842164599775
2002-11-15,2.14,909.830017089844,4.05100011825562,181.3,5801.2,6,-40097,23.35,0,0.00614860322525779,-0.380752072765122,0,0,0.10760423201962,2.14,0.0219842164599775
2002-11-16,2.14,909.830017089844,4.05100011825562,181.3,5801.2,6,-40097,23.35,0,0,-0.380752072765122,0,0,0.0956482062396624,2.14,0.0219842164599775
2002-11-17,2.14,909.830017089844,4.05100011825562,181.3,5801.2,6,-40097,23.35,0,0,-0.380752072765122,0,0,0.0836921804597046,2.14,0.0219842164599775
2002-11-18,2.11,900.359985351563,4.01900005340576,181.3,5801.2,6,-40097,23.35,0,-0.0104085725469597,-0.387197559740301,0,0,0.0717361546797468,2.11,0.0219842164599775
2002-11-19,2.08,896.739990234375,3.98000001907349,181.3,5801.2,6,-40097,23.35,0,-0.00402060861886699,-0.389661398513272,0,0,0.059780128899789,2.08,0.0219842164599775
2002-11-20,2.1,914.150024414062,4.07499980926514,181.3,5801.2,6,-40097,23.35,0,0.0194148073792684,-0.377811792129275,0,0,0.0478241031198312,2.1,0.0219842164599775
2002-11-21,2.09,933.760009765625,4.14300012588501,181.3,5801.2,6,-40097,23.35,0,0.0214516051280882,-0.364464856378679,0,0,0.0358680773398734,2.09,0.0219842164599775
2002-11-22,2.08,930.549987792969,4.17500019073486,181.3,5801.2,6,-40097,23.35,0,-0.0034377376832212,-0.366649659490918,0,0,0.0239120515599156,2.08,0.0219842164599775
2002-11-23,2.08,930.549987792969,4.17500019073486,181.3,5801.2,6,-40097,23.35,0,0,-0.366649659490918,0,0,0.0119560257799578,2.08,0.0219842164599775
2002-11-24,2.08,930.549987792969,4.17500019073486,181.3,5801.2,6,-40097,23.35,0,0,-0.366649659490918,0,0,0,2.08,0.0219842164599775
2002-11-25,2.1,932.869995117188,4.18400001525879,181.3,5801.2,6,-40097,23.35,0,0.00249315711638598,-0.365070617582312,0,0,0,2.1,0.0219842164599775
2002-11-26,2.11,913.309997558594,4.0789999961853,181.3,5801.2,6,-40097,23.35,0,-0.0209675492415604,-0.378383530673068,0,0,0,2.11,0.0219842164599775
2002-11-27,2.13,938.869995117188,4.26000022888184,181.3,5801.2,6,-40097,23.35,0,0.0279861138353017,-0.360986901400587,0,0,0,2.13,0.0219842164599775
2002-11-28,2.13,938.869995117188,4.26000022888184,181.3,5801.2,6,-40097,23.35,0,0,-0.360986901400587,0,0,0,2.13,0.0219842164599775
2002-11-29,2.14,936.309997558594,4.21299982070923,181.3,5801.2,6,-40097,23.35,0,-0.0027266794890749,-0.362729285309788,0,0,0,2.14,0.0219842164599775
2002-11-30,2.14,936.309997558594,4.21299982070923,181.3,5801.2,6,-40097,23.35,0,0,-0.362729285309788,0,0,0,2.14,0.0219842164599775
2002-12-01,2.14,936.309997558594,4.21299982070923,180.9,5815.5,6,-44242,23.1,0,0,-0.362729285309788,-0.103374317280595,-0.103374317280595,0.00861452644004955,2.36062879205736,0.0237691001697793
2002-12-02,2.15,934.530029296875,4.2189998626709,180.9,5815.5,6,-44242,23.1,0,-0.00190104587835227,-0.363940766175344,0,-0.103374317280595,0.0172290528800991,2.37062879205736,0.0237691001697793
2002-12-03,2.16,920.75,4.23299980163574,180.9,5815.5,6,-44242,23.1,0,-0.0147454109176597,-0.373319720946061,0,-0.103374317280595,0.0258435793201486,2.38062879205736,0.0237691001697793
2002-12-04,2.16,917.580017089844,4.17199993133545,180.9,5815.5,6,-44242,23.1,0,-0.00344282694559461,-0.37547727269706,0,-0.103374317280595,0.0344581057601982,2.38062879205736,0.0237691001697793
2002-12-05,2.16,906.549987792969,4.11399984359741,180.9,5815.5,6,-44242,23.1,0,-0.012020781938841,-0.382984524217819,0,-0.103374317280595,0.0430726322002477,2.38062879205736,0.0237691001697793
2002-12-06,2.2,912.22998046875,4.09299993515015,180.9,5815.5,6,-44242,23.1,0,0.00626550411148252,-0.379118611217458,0,-0.103374317280595,0.0516871586402973,2.42062879205737,0.0237691001697793
2002-12-07,2.2,912.22998046875,4.09299993515015,180.9,5815.5,6,-44242,23.1,0,0,-0.379118611217458,0,-0.103374317280595,0.0603016850803468,2.42062879205737,0.0237691001697793
2002-12-08,2.2,912.22998046875,4.09299993515015,180.9,5815.5,6,-44242,23.1,0,0,-0.379118611217458,0,-0.103374317280595,0.0689162115203964,2.42062879205737,0.0237691001697793
2002-12-09,2.18,892,4.05000019073486,180.9,5815.5,6,-44242,23.1,0,-0.0221764038695098,-0.392887527650161,0,-0.103374317280595,0.0775307379604459,2.40062879205737,0.0237691001697793
2002-12-10,2.16,904.450012207031,4.04899978637695,180.9,5815.5,6,-44242,23.1,0,0.0139574127881517,-0.384413808264739,0,-0.103374317280595,0.0861452644004955,2.38062879205736,0.0237691001697793
2002-12-11,2.16,904.960021972656,3.99399995803833,180.9,5815.5,6,-44242,23.1,0,0.000563889389951555,-0.384066685742619,0,-0.103374317280595,0.094759790840545,2.38062879205736,0.0237691001697793
2002-12-12,2.16,901.580017089844,4.00600004196167,180.9,5815.5,6,-44242,23.1,0,-0.00373497701638204,-0.386367182514994,0,-0.103374317280595,0.103374317280595,2.38062879205736,0.0237691001697793
2002-12-13,2.2,889.47998046875,4.06199979782105,180.9,5815.5,6,-44242,23.1,0,-0.0134209237025359,-0.394602701739833,0,0,0.094759790840545,2.2,0.0237691001697793
2002-12-14,2.2,889.47998046875,4.06199979782105,180.9,5815.5,6,-44242,23.1,0,0,-0.394602701739833,0,0,0.0861452644004955,2.2,0.0237691001697793
2002-12-15,2.2,889.47998046875,4.06199979782105,180.9,5815.5,6,-44242,23.1,0,0,-0.394602701739833,0,0,0.0775307379604459,2.2,0.0237691001697793
2002-12-16,2.21,910.400024414062,4.13000011444092,180.9,5815.5,6,-44242,23.1,0,0.023519409547911,-0.380364114742853,0,0,0.0689162115203964,2.21,0.0237691001697793
2002-12-17,2.24,902.989990234375,4.11399984359741,180.9,5815.5,6,-44242,23.1,0,-0.00813931676293234,-0.385407527490641,0,0,0.0603016850803468,2.24,0.0237691001697793
2002-12-18,2.25,891.119995117188,4.05399990081787,180.9,5815.5,6,-44242,23.1,0,-0.0131452122897914,-0.393486476013484,0,0,0.0516871586402973,2.25,0.0237691001697793
2002-12-19,2.22,884.25,3.94899988174438,180.9,5815.5,6,-44242,23.1,0,-0.00770939397031945,-0.398162327718223,0,0,0.0430726322002477,2.22,0.0237691001697793
2002-12-20,2.21,895.760009765625,3.95300006866455,180.9,5815.5,6,-44242,23.1,0,0.0130166918469041,-0.390328392196273,0,0,0.0344581057601982,2.21,0.0237691001697793
2002-12-21,2.21,895.760009765625,3.95300006866455,180.9,5815.5,6,-44242,23.1,0,0,-0.390328392196273,0,0,0.0258435793201486,2.21,0.0237691001697793
2002-12-22,2.21,895.760009765625,3.95300006866455,180.9,5815.5,6,-44242,23.1,0,0,-0.390328392196273,0,0,0.0172290528800991,2.21,0.0237691001697793
2002-12-23,2.19,897.380004882813,3.96700000762939,180.9,5815.5,6,-44242,23.1,0,0.0018085146685789,-0.389225792150544,0,0,0.00861452644004955,2.19,0.0237691001697793
2002-12-24,2.22,892.469970703125,3.93600010871887,180.9,5815.5,6,-44242,23.1,0,-0.00547152171094867,-0.39256765648928,0,0,0,2.22,0.0237691001697793
2002-12-25,2.22,892.469970703125,3.93600010871887,180.9,5815.5,6,-44242,23.1,0,0,-0.39256765648928,0,0,0,2.22,0.0237691001697793
2002-12-26,2.23,889.659973144531,3.91400003433228,180.9,5815.5,6,-44242,23.1,0,-0.00314856258567431,-0.394480195239386,0,0,0,2.23,0.0237691001697793
2002-12-27,2.23,875.400024414063,3.81299996376038,180.9,5815.5,6,-44242,23.1,0,-0.0160285380492803,-0.404185792469584,0,0,0,2.23,0.0237691001697793
2002-12-28,2.23,875.400024414063,3.81299996376038,180.9,5815.5,6,-44242,23.1,0,0,-0.404185792469584,0,0,0,2.23,0.0237691001697793
2002-12-29,2.23,875.400024414063,3.81299996376038,180.9,5815.5,6,-44242,23.1,0,0,-0.404185792469584,0,0,0,2.23,0.0237691001697793
2002-12-30,2.21,879.390014648438,3.78399991989136,180.9,5815.5,6,-44242,23.1,0,0.00455790509835286,-0.401470127855411,0,0,0,2.21,0.0237691001697793
2002-12-31,2.22,879.820007324219,3.81800007820129,180.9,5815.5,6,-44242,23.1,0,0.000488966975538352,-0.401177466514059,0,0,0,2.22,0.0237691001697793
2003-01-01,2.22,879.820007324219,3.81800007820129,181.7,5820.2,5.7,-41115,22.9,0,0,-0.401177466514059,0.0706794448713892,0.0706794448713892,-0.00588995373928244,1.77776672194583,0.025974025974026
2003-01-02,2.27,909.030029296875,4.03200006484985,181.7,5820.2,5.7,-41115,22.9,0,0.0331999974193495,-0.381296559947677,0,0.0706794448713892,-0.0117799074785649,1.82776672194583,0.025974025974026
2003-01-03,2.26,908.590026855469,4.03800010681152,181.7,5820.2,5.7,-41115,22.9,0,-0.000484035100299818,-0.381596034129339,0,0.0706794448713892,-0.0176698612178473,1.81776672194583,0.025974025974026
2003-01-04,2.26,908.590026855469,4.03800010681152,181.7,5820.2,5.7,-41115,22.9,0,0,-0.381596034129339,0,0.0706794448713892,-0.0235598149571297,1.81776672194583,0.025974025974026
2003-01-05,2.26,908.590026855469,4.03800010681152,181.7,5820.2,5.7,-41115,22.9,0,0,-0.381596034129339,0,0.0706794448713892,-0.0294497686964122,1.81776672194583,0.025974025974026
2003-01-06,2.25,929.010009765625,4.06599998474121,181.7,5820.2,5.7,-41115,22.9,0,0.0224743639117717,-0.367697798355878,0,0.0706794448713892,-0.0353397224356946,1.80776672194583,0.025974025974026
2003-01-07,2.27,922.929992675781,4.02500009536743,181.7,5820.2,5.7,-41115,22.9,0,-0.00654461956914509,-0.371835975718372,0,0.0706794448713892,-0.0412296761749771,1.82776672194583,0.025974025974026
2003-01-08,2.29,909.929992675781,3.98099994659424,181.7,5820.2,5.7,-41115,22.9,0,-0.0140855753991807,-0.380684027445444,0,0.0706794448713892,-0.0471196299142595,1.84776672194583,0.025974025974026
2003-01-09,2.32,927.570007324219,4.14799976348877,181.7,5820.2,5.7,-41115,22.9,0,0.0193861228780519,-0.368677891901161,0,0.0706794448713892,-0.0530095836535419,1.87776672194583,0.025974025974026
2003-01-10,2.37,927.570007324219,4.15199995040894,181.7,5820.2,5.7,-41115,22.9,0,0,-0.368677891901161,0,0.0706794448713892,-0.0588995373928244,1.92776672194583,0.025974025974026
2003-01-11,2.37,927.570007324219,4.15199995040894,181.7,5820.2,5.7,-41115,22.9,0,0,-0.368677891901161,0,0.0706794448713892,-0.0647894911321068,1.92776672194583,0.025974025974026
2003-01-12,2.37,927.570007324219,4.15199995040894,181.7,5820.2,5.7,-41115,22.9,0,0,-0.368677891901161,0,0.0706794448713892,-0.0706794448713892,1.92776672194583,0.025974025974026
2003-01-13,2.34,926.260009765625,4.12799978256226,181.7,5820.2,5.7,-41115,22.9,0,-0.00141228969053531,-0.369569501605836,0,0,-0.0647894911321068,2.34,0.025974025974026
2003-01-14,2.34,931.659973144531,4.08500003814697,181.7,5820.2,5.7,-41115,22.9,0,0.00582985697533522,-0.365894181967309,0,0,-0.0588995373928244,2.34,0.025974025974026
2003-01-15,2.35,918.219970703125,4.07200002670288,181.7,5820.2,5.7,-41115,22.9,0,-0.0144258665487621,-0.375041707876042,0,0,-0.0530095836535419,2.35,0.025974025974026
2003-01-16,2.35,914.599975585938,4.06799983978272,181.7,5820.2,5.7,-41115,22.9,0,-0.00394240512370403,-0.377505546649013,0,0,-0.0471196299142595,2.35,0.025974025974026
2003-01-17,2.35,901.780029296875,4.0149998664856,181.7,5820.2,5.7,-41115,22.9,0,-0.0140169982847961,-0.386231050333929,0,0,-0.0412296761749771,2.35,0.025974025974026
2003-01-18,2.35,901.780029296875,4.0149998664856,181.7,5820.2,5.7,-41115,22.9,0,0,-0.386231050333929,0,0,-0.0353397224356946,2.35,0.025974025974026
2003-01-19,2.35,901.780029296875,4.0149998664856,181.7,5820.2,5.7,-41115,22.9,0,0,-0.386231050333929,0,0,-0.0294497686964122,2.35,0.025974025974026
2003-01-20,2.35,901.780029296875,4.0149998664856,181.7,5820.2,5.7,-41115,22.9,0,0,-0.386231050333929,0,0,-0.0235598149571297,2.35,0.025974025974026
2003-01-21,2.34,887.619995117188,3.98900008201599,181.7,5820.2,5.7,-41115,22.9,0,-0.0157023151097371,-0.395868643786158,0,0,-0.0176698612178473,2.34,0.025974025974026
2003-01-22,2.29,878.359985351563,3.92300009727478,181.7,5820.2,5.7,-41115,22.9,0,-0.0104324032993448,-0.402171185739961,0,0,-0.0117799074785649,2.29,0.025974025974026
2003-01-23,2.29,887.340026855469,3.94700002670288,181.7,5820.2,5.7,-41115,22.9,0,0.0102236459466127,-0.396059195606283,0,0,-0.00588995373928244,2.29,0.025974025974026
2003-01-24,2.28,861.400024414063,3.90300011634827,181.7,5820.2,5.7,-41115,22.9,0,-0.0292334411345465,-0.413714463560277,0,0,0,2.28,0.025974025974026
2003-01-25,2.28,861.400024414063,3.90300011634827,181.7,5820.2,5.7,-41115,22.9,0,0,-0.413714463560277,0,0,0,2.28,0.025974025974026
2003-01-26,2.28,861.400024414063,3.90300011634827,181.7,5820.2,5.7,-41115,22.9,0,0,-0.413714463560277,0,0,0,2.28,0.025974025974026
2003-01-27,2.28,847.47998046875,3.95700001716614,181.7,5820.2,5.7,-41115,22.9,0,-0.0161597905163529,-0.423188715011911,0,0,0,2.28,0.025974025974026
2003-01-28,2.3,858.539978027344,3.9779999256134,181.7,5820.2,5.7,-41115,22.9,0,0.0130504528879565,-0.415661066511932,0,0,0,2.3,0.025974025974026
2003-01-29,2.29,864.359985351563,4.03299999237061,181.7,5820.2,5.7,-41115,22.9,0,0.00677895901550363,-0.411699856830653,0,0,0,2.29,0.025974025974026
2003-01-30,2.3,844.609985351563,3.99000000953674,181.7,5820.2,5.7,-41115,22.9,0,-0.0228492761519578,-0.425142089262166,0,0,0,2.3,0.025974025974026
2003-01-31,2.28,855.700012207031,3.97499990463257,181.7,5820.2,5.7,-41115,22.9,0,0.0131303525269744,-0.417594002241258,0,0,0,2.28,0.025974025974026
2003-02-01,2.28,855.700012207031,3.97499990463257,183.1,5880.1,5.8,-40323,21.21,0,0,-0.417594002241258,0.0192630426851514,0.0192630426851514,-0.00160525355709595,1.5094991744634,0.029808773903262
2003-02-02,2.28,855.700012207031,3.97499990463257,183.1,5880.1,5.8,-40323,21.21,0,0,-0.417594002241258,0,0.0192630426851514,-0.00321050711419191,1.5094991744634,0.029808773903262
2003-02-03,2.29,860.320007324219,3.99200010299683,183.1,5880.1,5.8,-40323,21.21,0,0.0053990826823429,-0.414449544104666,0,0.0192630426851514,-0.00481576067128786,1.5194991744634,0.029808773903262
2003-02-04,2.28,848.200012207031,3.93099999427795,183.1,5880.1,5.8,-40323,21.21,0,-0.014087775495171,-0.422698647468415,0,0.0192630426851514,-0.00642101422838381,1.5094991744634,0.029808773903262
2003-02-05,2.29,843.590026855469,4.00099992752075,183.1,5880.1,5.8,-40323,21.21,0,-0.00543502155767162,-0.425836292764697,0,0.0192630426851514,-0.00802626778547977,1.5194991744634,0.029808773903262
2003-02-06,2.29,838.150024414063,3.9449999332428,183.1,5880.1,5.8,-40323,21.21,0,-0.00644863294755171,-0.429538863764463,0,0.0192630426851514,-0.00963152134257572,1.5194991744634,0.029808773903262
2003-02-07,2.33,829.690002441406,3.92400002479553,183.1,5880.1,5.8,-40323,21.21,0,-0.0100936845746327,-0.435296918535711,0,0.0192630426851514,-0.0112367748996717,1.5594991744634,0.029808773903262
2003-02-08,2.33,829.690002441406,3.92400002479553,183.1,5880.1,5.8,-40323,21.21,0,0,-0.435296918535711,0,0.0192630426851514,-0.0128420284567676,1.5594991744634,0.029808773903262
2003-02-09,2.33,829.690002441406,3.92400002479553,183.1,5880.1,5.8,-40323,21.21,0,0,-0.435296918535711,0,0.0192630426851514,-0.0144472820138636,1.5594991744634,0.029808773903262
2003-02-10,2.31,835.969970703125,3.97699999809265,183.1,5880.1,5.8,-40323,21.21,0,0.00756905379507966,-0.431022650533861,0,0.0192630426851514,-0.0160525355709595,1.5394991744634,0.029808773903262
2003-02-11,2.33,829.200012207031,3.95700001716614,183.1,5880.1,5.8,-40323,21.21,0,-0.00809832737221361,-0.435630415377212,0,0.0192630426851514,-0.0176577891280555,1.5594991744634,0.029808773903262
2003-02-12,2.31,818.679992675781,3.91199994087219,183.1,5880.1,5.8,-40323,21.21,0,-0.0126869505262662,-0.442790544375851,0,0.0192630426851514,-0.0192630426851514,1.5394991744634,0.029808773903262
2003-02-13,2.32,817.369995117188,3.87100005149841,183.1,5880.1,5.8,-40323,21.21,0,-0.00160013383777968,-0.443682154080525,0,0,-0.0176577891280555,2.32,0.029808773903262
2003-02-14,2.33,834.890014648438,3.95199990272522,183.1,5880.1,5.8,-40323,21.21,0,0.0214346252442728,-0.431757689536541,0,0,-0.0160525355709595,2.33,0.029808773903262
2003-02-15,2.33,834.890014648438,3.95199990272522,183.1,5880.1,5.8,-40323,21.21,0,0,-0.431757689536541,0,0,-0.0144472820138636,2.33,0.029808773903262
2003-02-16,2.33,834.890014648438,3.95199990272522,183.1,5880.1,5.8,-40323,21.21,0,0,-0.431757689536541,0,0,-0.0128420284567676,2.33,0.029808773903262
2003-02-17,2.33,834.890014648438,3.95199990272522,183.1,5880.1,5.8,-40323,21.21,0,0,-0.431757689536541,0,0,-0.0112367748996717,2.33,0.029808773903262
2003-02-18,2.28,851.169982910156,3.94799995422363,183.1,5880.1,5.8,-40323,21.21,0,0.0194995364372326,-0.420677227898481,0,0,-0.00963152134257572,2.28,0.029808773903262
2003-02-19,2.27,845.130004882813,3.88100004196167,183.1,5880.1,5.8,-40323,21.21,0,-0.0070960890875087,-0.424788153899736,0,0,-0.00802626778547977,2.27,0.029808773903262
2003-02-20,2.26,837.099975585938,3.84599995613098,183.1,5880.1,5.8,-40323,21.21,0,-0.00950153142177035,-0.430253547329632,0,0,-0.00642101422838381,2.26,0.029808773903262
2003-02-21,2.27,848.169982910156,3.89299988746643,183.1,5880.1,5.8,-40323,21.21,0,0.0132242356314372,-0.422719085989344,0,0,-0.00481576067128786,2.27,0.029808773903262
2003-02-22,2.27,848.169982910156,3.89299988746643,183.1,5880.1,5.8,-40323,21.21,0,0,-0.422719085989344,0,0,-0.00321050711419191,2.27,0.029808773903262
2003-02-23,2.27,848.169982910156,3.89299988746643,183.1,5880.1,5.8,-40323,21.21,0,0,-0.422719085989344,0,0,-0.00160525355709595,2.27,0.029808773903262
2003-02-24,2.26,832.580017089844,3.84400010108948,183.1,5880.1,5.8,-40323,21.21,0,-0.0183807092144688,-0.433329918604836,0,0,0,2.26,0.029808773903262
2003-02-25,2.23,838.570007324219,3.80800008773804,183.1,5880.1,5.8,-40323,21.21,0,0.00719449195443356,-0.429253015263421,0,0,0,2.23,0.029808773903262
2003-02-26,2.21,827.549987792969,3.77300000190735,183.1,5880.1,5.8,-40323,21.21,0,-0.0131414424973457,-0.43675345394387,0,0,0,2.21,0.029808773903262
2003-02-27,2.18,837.280029296875,3.75200009346008,183.1,5880.1,5.8,-40323,21.21,0,0.0117576480544164,-0.430130999287476,0,0,0,2.18,0.029808773903262
2003-02-28,2.18,841.150024414063,3.69600009918213,183.1,5880.1,5.8,-40323,21.21,0,0.00462210369502958,-0.4274970056736,0,0,0,2.18,0.029808773903262
2003-03-01,2.18,841.150024414063,3.69600009918213,184.2,5893.6,5.8,-43456,21.31,0,0,-0.4274970056736,-0.0776975919450438,-0.0776975919450438,0.00647479932875365,1.579235390497,0.030201342281879
2003-03-02,2.18,841.150024414063,3.69600009918213,184.2,5893.6,5.8,-43456,21.31,0,0,-0.4274970056736,0,-0.0776975919450438,0.0129495986575073,1.579235390497,0.030201342281879
2003-03-03,2.16,834.809997558594,3.67600011825562,184.2,5893.6,5.8,-43456,21.31,0,-0.00753733183314731,-0.431812150717309,0,-0.0776975919450438,0.0194243979862609,1.559235390497,0.030201342281879
2003-03-04,2.16,821.989990234375,3.64499998092651,184.2,5893.6,5.8,-43456,21.31,0,-0.0153567965904947,-0.440537695943934,0,-0.0776975919450438,0.0258991973150146,1.559235390497,0.030201342281879
2003-03-05,2.17,829.849975585938,3.61999988555908,184.2,5893.6,5.8,-43456,21.31,0,0.00956214241650488,-0.435188037715883,0,-0.0776975919450438,0.0323739966437682,1.569235390497,0.030201342281879
2003-03-06,2.2,822.099975585938,3.65199995040894,184.2,5893.6,5.8,-43456,21.31,0,-0.00933903745014619,-0.440462837783945,0,-0.0776975919450438,0.0388487959725219,1.599235390497,0.030201342281879
2003-03-07,2.24,828.890014648438,3.61999988555908,184.2,5893.6,5.8,-43456,21.31,0,0.00825938360801004,-0.435841405718266,0,-0.0776975919450438,0.0453235953012755,1.639235390497,0.030201342281879
2003-03-08,2.24,828.890014648438,3.61999988555908,184.2,5893.6,5.8,-43456,21.31,0,0,-0.435841405718266,0,-0.0776975919450438,0.0517983946300292,1.639235390497,0.030201342281879
2003-03-09,2.24,828.890014648438,3.61999988555908,184.2,5893.6,5.8,-43456,21.31,0,0,-0.435841405718266,0,-0.0776975919450438,0.0582731939587828,1.639235390497,0.030201342281879
2003-03-10,2.24,807.47998046875,3.57399988174438,184.2,5893.6,5.8,-43456,21.31,0,-0.0258297648678616,-0.450413489556746,0,-0.0776975919450438,0.0647479932875365,1.639235390497,0.030201342281879
2003-03-11,2.22,800.72998046875,3.58599996566772,184.2,5893.6,5.8,-43456,21.31,0,-0.0083593403716109,-0.455007670261187,0,-0.0776975919450438,0.0712227926162901,1.619235390497,0.030201342281879
2003-03-12,2.15,804.190002441406,3.58899998664856,184.2,5893.6,5.8,-43456,21.31,0,0.00432108458163483,-0.452652712308044,0,-0.0776975919450438,0.0776975919450438,1.549235390497,0.030201342281879
2003-03-13,2.15,831.900024414063,3.73200011253357,184.2,5893.6,5.8,-43456,21.31,0,0.0344570585166846,-0.433792734787093,0,0,0.0712227926162901,2.15,0.030201342281879
2003-03-14,2.16,833.27001953125,3.70700001716614,184.2,5893.6,5.8,-43456,21.31,0,0.00164682663418891,-0.432860289582269,0,0,0.0647479932875365,2.16,0.030201342281879
2003-03-15,2.16,833.27001953125,3.70700001716614,184.2,5893.6,5.8,-43456,21.31,0,0,-0.432860289582269,0,0,0.0582731939587828,2.16,0.030201342281879
2003-03-16,2.16,833.27001953125,3.70700001716614,184.2,5893.6,5.8,-43456,21.31,0,0,-0.432860289582269,0,0,0.0517983946300292,2.16,0.030201342281879
2003-03-17,2.19,862.789978027344,3.81599998474121,184.2,5893.6,5.8,-43456,21.31,0,0.0354266417897766,-0.412768434216543,0,0,0.0453235953012755,2.19,0.030201342281879
2003-03-18,2.19,866.450012207031,3.89800000190735,184.2,5893.6,5.8,-43456,21.31,0,0.00424209167108747,-0.410277344082333,0,0,0.0388487959725219,2.19,0.030201342281879
2003-03-19,2.26,874.02001953125,3.96499991416931,184.2,5893.6,5.8,-43456,21.31,0,0.00873680791455733,-0.405125050514718,0,0,0.0323739966437682,2.26,0.030201342281879
2003-03-20,2.26,875.669982910156,4.00600004196167,184.2,5893.6,5.8,-43456,21.31,0,0.00188778671201506,-0.404002053489769,0,0,0.0258991973150146,2.26,0.030201342281879
2003-03-21,2.31,895.789978027344,4.09499979019165,184.2,5893.6,5.8,-43456,21.31,0,0.0229766870052137,-0.390307995217053,0,0,0.0194243979862609,2.31,0.030201342281879
2003-03-22,2.31,895.789978027344,4.09499979019165,184.2,5893.6,5.8,-43456,21.31,0,0,-0.390307995217053,0,0,0.0129495986575073,2.31,0.030201342281879
2003-03-23,2.31,895.789978027344,4.09499979019165,184.2,5893.6,5.8,-43456,21.31,0,0,-0.390307995217053,0,0,0.00647479932875365,2.31,0.030201342281879
2003-03-24,2.27,864.22998046875,3.97300004959107,184.2,5893.6,5.8,-43456,21.31,0,-0.0352314698006483,-0.41178834067126,0,0,0,2.27,0.030201342281879
2003-03-25,2.28,874.739990234375,3.96099996566772,184.2,5893.6,5.8,-43456,21.31,0,0.0121611260927612,-0.404635024512931,0,0,0,2.28,0.030201342281879
2003-03-26,2.28,869.950012207031,3.94400000572205,184.2,5893.6,5.8,-43456,21.31,0,-0.00547588778473518,-0.40789517630966,0,0,0,2.28,0.030201342281879
2003-03-27,2.33,868.52001953125,3.92600011825562,184.2,5893.6,5.8,-43456,21.31,0,-0.00164376418841972,-0.408868457014633,0,0,0,2.33,0.030201342281879
2003-03-28,2.36,863.5,3.89599990844727,184.2,5893.6,5.8,-43456,21.31,0,-0.0057799698548795,-0.412285179513357,0,0,0,2.36,0.030201342281879
2003-03-29,2.36,863.5,3.89599990844727,184.2,5893.6,5.8,-43456,21.31,0,0,-0.412285179513357,0,0,0,2.36,0.030201342281879
2003-03-30,2.36,863.5,3.89599990844727,184.2,5893.6,5.8,-43456,21.31,0,0,-0.412285179513357,0,0,0,2.36,0.030201342281879
2003-03-31,2.32,848.179992675781,3.82299995422363,184.2,5893.6,5.8,-43456,21.31,0,-0.0177417571791764,-0.422712273149034,0,0,0,2.32,0.030201342281879
2003-04-01,2.34,858.47998046875,3.82699990272522,183.8,5921.2,6,-42028,22.43,0,0.0121436344666361,-0.41570190201208,0.032860824742268,0.032860824742268,-0.00273840206185567,2.55715526601519,0.0222469410456063
2003-04-02,2.34,880.900024414063,3.93199992179871,183.8,5921.2,6,-42028,22.43,0,0.0261159776062228,-0.400442385969669,0,0.032860824742268,-0.00547680412371134,2.55715526601519,0.0222469410456063
2003-04-03,2.38,876.450012207031,3.91599988937378,183.8,5921.2,6,-42028,22.43,0,-0.00505166543727953,-0.403471150446124,0,0.032860824742268,-0.00821520618556701,2.59715526601519,0.0222469410456063
2003-04-04,2.41,878.849975585938,3.94400000572205,183.8,5921.2,6,-42028,22.43,0,0.0027382775349194,-0.40183768889846,0,0.032860824742268,-0.0109536082474227,2.62715526601519,0.0222469410456063
2003-04-05,2.41,878.849975585938,3.94400000572205,183.8,5921.2,6,-42028,22.43,0,0,-0.40183768889846,0,0.032860824742268,-0.0136920103092783,2.62715526601519,0.0222469410456063
2003-04-06,2.41,878.849975585938,3.94400000572205,183.8,5921.2,6,-42028,22.43,0,0,-0.40183768889846,0,0.032860824742268,-0.016430412371134,2.62715526601519,0.0222469410456063
2003-04-07,2.38,879.929992675781,4.01399993896484,183.8,5921.2,6,-42028,22.43,0,0.0012288981280606,-0.40110260835407,0,0.032860824742268,-0.0191688144329897,2.59715526601519,0.0222469410456063
2003-04-08,2.36,878.289978027344,3.93600010871887,183.8,5921.2,6,-42028,22.43,0,-0.00186380128202057,-0.402218834080419,0,0.032860824742268,-0.0219072164948454,2.57715526601519,0.0222469410456063
